tag,weight,trial,LGRF_x_Min,LGRF_x_Max,LGRF_x_MinMaxDiff,LGRF_x_AbsMax,LGRF_y_Min,LGRF_y_Max,LGRF_y_MinMaxDiff,LGRF_y_AbsMax,LGRF_z_Min,LGRF_z_Max,LGRF_z_MinMaxDiff,LGRF_z_AbsMax,LCoP_x_Min,LCoP_x_Max,LCoP_x_MinMaxDiff,LCoP_x_AbsMax,LCoP_y_Min,LCoP_y_Max,LCoP_y_MinMaxDiff,LCoP_y_AbsMax,RGRF_x_Min,RGRF_x_Max,RGRF_x_MinMaxDiff,RGRF_x_AbsMax,RGRF_y_Min,RGRF_y_Max,RGRF_y_MinMaxDiff,RGRF_y_AbsMax,RGRF_z_Min,RGRF_z_Max,RGRF_z_MinMaxDiff,RGRF_z_AbsMax,RCoP_x_Min,RCoP_x_Max,RCoP_x_MinMaxDiff,RCoP_x_AbsMax,RCoP_y_Min,RCoP_y_Max,RCoP_y_MinMaxDiff,RCoP_y_AbsMax,LAnkleAngles_x_Min,LAnkleAngles_x_Max,LAnkleAngles_x_MinMaxDiff,LAnkleAngles_x_AbsMax,LAnkleAngles_x_Avg,LAnkleAngles_x_AbsAvg,LAnkleAngles_x_Std,LAnkleAngles_y_Min,LAnkleAngles_y_Max,LAnkleAngles_y_MinMaxDiff,LAnkleAngles_y_AbsMax,LAnkleAngles_y_Avg,LAnkleAngles_y_AbsAvg,LAnkleAngles_y_Std,LAnkleAngles_z_Min,LAnkleAngles_z_Max,LAnkleAngles_z_MinMaxDiff,LAnkleAngles_z_AbsMax,LAnkleAngles_z_Avg,LAnkleAngles_z_AbsAvg,LAnkleAngles_z_Std,LAnkleMoment_x_Min,LAnkleMoment_x_Max,LAnkleMoment_x_MinMaxDiff,LAnkleMoment_x_AbsMax,LAnkleMoment_x_Avg,LAnkleMoment_x_AbsAvg,LAnkleMoment_x_Std,LAnkleMoment_y_Min,LAnkleMoment_y_Max,LAnkleMoment_y_MinMaxDiff,LAnkleMoment_y_AbsMax,LAnkleMoment_y_Avg,LAnkleMoment_y_AbsAvg,LAnkleMoment_y_Std,LAnkleMoment_z_Min,LAnkleMoment_z_Max,LAnkleMoment_z_MinMaxDiff,LAnkleMoment_z_AbsMax,LAnkleMoment_z_Avg,LAnkleMoment_z_AbsAvg,LAnkleMoment_z_Std,LAnklePower_x_Min,LAnklePower_x_Max,LAnklePower_x_MinMaxDiff,LAnklePower_x_AbsMax,LAnklePower_x_Avg,LAnklePower_x_AbsAvg,LAnklePower_x_Std,LAnklePower_y_Min,LAnklePower_y_Max,LAnklePower_y_MinMaxDiff,LAnklePower_y_AbsMax,LAnklePower_y_Avg,LAnklePower_y_AbsAvg,LAnklePower_y_Std,LAnklePower_z_Min,LAnklePower_z_Max,LAnklePower_z_MinMaxDiff,LAnklePower_z_AbsMax,LAnklePower_z_Avg,LAnklePower_z_AbsAvg,LAnklePower_z_Std,LKneeAngles_x_Min,LKneeAngles_x_Max,LKneeAngles_x_MinMaxDiff,LKneeAngles_x_AbsMax,LKneeAngles_x_Avg,LKneeAngles_x_AbsAvg,LKneeAngles_x_Std,LKneeAngles_y_Min,LKneeAngles_y_Max,LKneeAngles_y_MinMaxDiff,LKneeAngles_y_AbsMax,LKneeAngles_y_Avg,LKneeAngles_y_AbsAvg,LKneeAngles_y_Std,LKneeAngles_z_Min,LKneeAngles_z_Max,LKneeAngles_z_MinMaxDiff,LKneeAngles_z_AbsMax,LKneeAngles_z_Avg,LKneeAngles_z_AbsAvg,LKneeAngles_z_Std,LKneeMoment_x_Min,LKneeMoment_x_Max,LKneeMoment_x_MinMaxDiff,LKneeMoment_x_AbsMax,LKneeMoment_x_Avg,LKneeMoment_x_AbsAvg,LKneeMoment_x_Std,LKneeMoment_y_Min,LKneeMoment_y_Max,LKneeMoment_y_MinMaxDiff,LKneeMoment_y_AbsMax,LKneeMoment_y_Avg,LKneeMoment_y_AbsAvg,LKneeMoment_y_Std,LKneeMoment_z_Min,LKneeMoment_z_Max,LKneeMoment_z_MinMaxDiff,LKneeMoment_z_AbsMax,LKneeMoment_z_Avg,LKneeMoment_z_AbsAvg,LKneeMoment_z_Std,LKneePower_x_Min,LKneePower_x_Max,LKneePower_x_MinMaxDiff,LKneePower_x_AbsMax,LKneePower_x_Avg,LKneePower_x_AbsAvg,LKneePower_x_Std,LKneePower_y_Min,LKneePower_y_Max,LKneePower_y_MinMaxDiff,LKneePower_y_AbsMax,LKneePower_y_Avg,LKneePower_y_AbsAvg,LKneePower_y_Std,LKneePower_z_Min,LKneePower_z_Max,LKneePower_z_MinMaxDiff,LKneePower_z_AbsMax,LKneePower_z_Avg,LKneePower_z_AbsAvg,LKneePower_z_Std,LHipAngles_x_Min,LHipAngles_x_Max,LHipAngles_x_MinMaxDiff,LHipAngles_x_AbsMax,LHipAngles_x_Avg,LHipAngles_x_AbsAvg,LHipAngles_x_Std,LHipAngles_y_Min,LHipAngles_y_Max,LHipAngles_y_MinMaxDiff,LHipAngles_y_AbsMax,LHipAngles_y_Avg,LHipAngles_y_AbsAvg,LHipAngles_y_Std,LHipAngles_z_Min,LHipAngles_z_Max,LHipAngles_z_MinMaxDiff,LHipAngles_z_AbsMax,LHipAngles_z_Avg,LHipAngles_z_AbsAvg,LHipAngles_z_Std,LHipMoment_x_Min,LHipMoment_x_Max,LHipMoment_x_MinMaxDiff,LHipMoment_x_AbsMax,LHipMoment_x_Avg,LHipMoment_x_AbsAvg,LHipMoment_x_Std,LHipMoment_y_Min,LHipMoment_y_Max,LHipMoment_y_MinMaxDiff,LHipMoment_y_AbsMax,LHipMoment_y_Avg,LHipMoment_y_AbsAvg,LHipMoment_y_Std,LHipMoment_z_Min,LHipMoment_z_Max,LHipMoment_z_MinMaxDiff,LHipMoment_z_AbsMax,LHipMoment_z_Avg,LHipMoment_z_AbsAvg,LHipMoment_z_Std,LHipPower_x_Min,LHipPower_x_Max,LHipPower_x_MinMaxDiff,LHipPower_x_AbsMax,LHipPower_x_Avg,LHipPower_x_AbsAvg,LHipPower_x_Std,LHipPower_y_Min,LHipPower_y_Max,LHipPower_y_MinMaxDiff,LHipPower_y_AbsMax,LHipPower_y_Avg,LHipPower_y_AbsAvg,LHipPower_y_Std,LHipPower_z_Min,LHipPower_z_Max,LHipPower_z_MinMaxDiff,LHipPower_z_AbsMax,LHipPower_z_Avg,LHipPower_z_AbsAvg,LHipPower_z_Std,RAnkleAngles_x_Min,RAnkleAngles_x_Max,RAnkleAngles_x_MinMaxDiff,RAnkleAngles_x_AbsMax,RAnkleAngles_x_Avg,RAnkleAngles_x_AbsAvg,RAnkleAngles_x_Std,RAnkleAngles_y_Min,RAnkleAngles_y_Max,RAnkleAngles_y_MinMaxDiff,RAnkleAngles_y_AbsMax,RAnkleAngles_y_Avg,RAnkleAngles_y_AbsAvg,RAnkleAngles_y_Std,RAnkleAngles_z_Min,RAnkleAngles_z_Max,RAnkleAngles_z_MinMaxDiff,RAnkleAngles_z_AbsMax,RAnkleAngles_z_Avg,RAnkleAngles_z_AbsAvg,RAnkleAngles_z_Std,RAnkleMoment_x_Min,RAnkleMoment_x_Max,RAnkleMoment_x_MinMaxDiff,RAnkleMoment_x_AbsMax,RAnkleMoment_x_Avg,RAnkleMoment_x_AbsAvg,RAnkleMoment_x_Std,RAnkleMoment_y_Min,RAnkleMoment_y_Max,RAnkleMoment_y_MinMaxDiff,RAnkleMoment_y_AbsMax,RAnkleMoment_y_Avg,RAnkleMoment_y_AbsAvg,RAnkleMoment_y_Std,RAnkleMoment_z_Min,RAnkleMoment_z_Max,RAnkleMoment_z_MinMaxDiff,RAnkleMoment_z_AbsMax,RAnkleMoment_z_Avg,RAnkleMoment_z_AbsAvg,RAnkleMoment_z_Std,RAnklePower_x_Min,RAnklePower_x_Max,RAnklePower_x_MinMaxDiff,RAnklePower_x_AbsMax,RAnklePower_x_Avg,RAnklePower_x_AbsAvg,RAnklePower_x_Std,RAnklePower_y_Min,RAnklePower_y_Max,RAnklePower_y_MinMaxDiff,RAnklePower_y_AbsMax,RAnklePower_y_Avg,RAnklePower_y_AbsAvg,RAnklePower_y_Std,RAnklePower_z_Min,RAnklePower_z_Max,RAnklePower_z_MinMaxDiff,RAnklePower_z_AbsMax,RAnklePower_z_Avg,RAnklePower_z_AbsAvg,RAnklePower_z_Std,RKneeAngles_x_Min,RKneeAngles_x_Max,RKneeAngles_x_MinMaxDiff,RKneeAngles_x_AbsMax,RKneeAngles_x_Avg,RKneeAngles_x_AbsAvg,RKneeAngles_x_Std,RKneeAngles_y_Min,RKneeAngles_y_Max,RKneeAngles_y_MinMaxDiff,RKneeAngles_y_AbsMax,RKneeAngles_y_Avg,RKneeAngles_y_AbsAvg,RKneeAngles_y_Std,RKneeAngles_z_Min,RKneeAngles_z_Max,RKneeAngles_z_MinMaxDiff,RKneeAngles_z_AbsMax,RKneeAngles_z_Avg,RKneeAngles_z_AbsAvg,RKneeAngles_z_Std,RKneeMoment_x_Min,RKneeMoment_x_Max,RKneeMoment_x_MinMaxDiff,RKneeMoment_x_AbsMax,RKneeMoment_x_Avg,RKneeMoment_x_AbsAvg,RKneeMoment_x_Std,RKneeMoment_y_Min,RKneeMoment_y_Max,RKneeMoment_y_MinMaxDiff,RKneeMoment_y_AbsMax,RKneeMoment_y_Avg,RKneeMoment_y_AbsAvg,RKneeMoment_y_Std,RKneeMoment_z_Min,RKneeMoment_z_Max,RKneeMoment_z_MinMaxDiff,RKneeMoment_z_AbsMax,RKneeMoment_z_Avg,RKneeMoment_z_AbsAvg,RKneeMoment_z_Std,RKneePower_x_Min,RKneePower_x_Max,RKneePower_x_MinMaxDiff,RKneePower_x_AbsMax,RKneePower_x_Avg,RKneePower_x_AbsAvg,RKneePower_x_Std,RKneePower_y_Min,RKneePower_y_Max,RKneePower_y_MinMaxDiff,RKneePower_y_AbsMax,RKneePower_y_Avg,RKneePower_y_AbsAvg,RKneePower_y_Std,RKneePower_z_Min,RKneePower_z_Max,RKneePower_z_MinMaxDiff,RKneePower_z_AbsMax,RKneePower_z_Avg,RKneePower_z_AbsAvg,RKneePower_z_Std,RHipAngles_x_Min,RHipAngles_x_Max,RHipAngles_x_MinMaxDiff,RHipAngles_x_AbsMax,RHipAngles_x_Avg,RHipAngles_x_AbsAvg,RHipAngles_x_Std,RHipAngles_y_Min,RHipAngles_y_Max,RHipAngles_y_MinMaxDiff,RHipAngles_y_AbsMax,RHipAngles_y_Avg,RHipAngles_y_AbsAvg,RHipAngles_y_Std,RHipAngles_z_Min,RHipAngles_z_Max,RHipAngles_z_MinMaxDiff,RHipAngles_z_AbsMax,RHipAngles_z_Avg,RHipAngles_z_AbsAvg,RHipAngles_z_Std,RHipMoment_x_Min,RHipMoment_x_Max,RHipMoment_x_MinMaxDiff,RHipMoment_x_AbsMax,RHipMoment_x_Avg,RHipMoment_x_AbsAvg,RHipMoment_x_Std,RHipMoment_y_Min,RHipMoment_y_Max,RHipMoment_y_MinMaxDiff,RHipMoment_y_AbsMax,RHipMoment_y_Avg,RHipMoment_y_AbsAvg,RHipMoment_y_Std,RHipMoment_z_Min,RHipMoment_z_Max,RHipMoment_z_MinMaxDiff,RHipMoment_z_AbsMax,RHipMoment_z_Avg,RHipMoment_z_AbsAvg,RHipMoment_z_Std,RHipPower_x_Min,RHipPower_x_Max,RHipPower_x_MinMaxDiff,RHipPower_x_AbsMax,RHipPower_x_Avg,RHipPower_x_AbsAvg,RHipPower_x_Std,RHipPower_y_Min,RHipPower_y_Max,RHipPower_y_MinMaxDiff,RHipPower_y_AbsMax,RHipPower_y_Avg,RHipPower_y_AbsAvg,RHipPower_y_Std,RHipPower_z_Min,RHipPower_z_Max,RHipPower_z_MinMaxDiff,RHipPower_z_AbsMax,RHipPower_z_Avg,RHipPower_z_AbsAvg,RHipPower_z_Std
KSB,52,Trial 10.csv,-0.633688462,-1.344509615,-9.241596154,-186.083,-509.845,-0.994859615,-0.199063462,-9.334269231,257.322,-149.468,0.824436538,0.561621154,0.641082692,232.208,9.9706,0.631182692,2.467115385,0,522.579,240,-1.458125,-1.906130769,-9.882678846,-418.291,-519.8156,-1.626042308,-2.666178846,-9.334269231,-265.257,-389.468,0.824436538,1.344509615,9.241596154,232.208,509.845,0.994859615,2.467115385,9.334269231,522.579,240,91.398,-42.1455,-68.5266,-1083.37,-30.8351,-308.983,0,0,-0.392322,-32.2469,0.00448716,-0.742857,-1055.4,-716.902,-146.342,0,0,-0.661863,-18.5429,-2.12534,98.5564,-593.44,-680.889,-78.9959,0,0,-1.00348,-207.288,-19.0573,-58.799,-1127.32,-2.45957E-15,-631.606,0,0,-0.507655,-18.4312,-6.65058,17.8051,-749.703,-923.94,-60.0712,0,0,-0.558944,-14.4681,-16.5965,90.1325,-18.881,-577.718,-113.758,0,0,-0.41299,211.605,-28.1353,-59.5569,125.584,549.332,664.043,0,0,5.12706,-10.7995,44.1089,11.3951,263.67,111.493,431.62,0,0,1.53166,17.9627,5.62368,111.308,1344.07,353.867,258.513,0,0,0.929596,-146.865,-15.8444,-52.7203,106.029,505.992,36.6638,0,0,1.93518,-9.38796,34.5145,25.3428,72.6314,93.9698,823.457,0,0,0.826977,12.1766,-11.7077,101.791,1533.38,200.309,741.257,0,0,0.402543,-120.207,-14.0102,-8.9697,-1208.954,-580.1671,-973.026,0,0,-5.519382,-21.4474,-44.10441284,-12.137957,-1319.07,-828.395,-577.962,0,0,-2.193523,-36.5056,-7.74902,-12.7516,-1937.51,-1034.756,-337.5089,0,0,-1.933076,-60.423,-3.2129,-6.0787,-1233.349,-505.992,-668.2698,0,0,-2.442835,-9.04324,-41.16508,-7.5377,-822.3344,-1017.9098,-883.5282,0,0,-1.385921,-26.6447,-4.8888,-11.6585,-1552.261,-778.027,-855.015,0,0,-0.815533,211.605,42.1455,68.5266,1083.37,549.332,664.043,0,0,5.12706,32.2469,44.1089,11.3951,1055.4,716.902,431.62,0,0,1.53166,18.5429,5.62368,111.308,1344.07,680.889,258.513,0,0,1.00348,207.288,19.0573,58.799,1127.32,505.992,631.606,0,0,1.93518,18.4312,34.5145,25.3428,749.703,923.94,823.457,0,0,0.826977,14.4681,16.5965,101.791,1533.38,577.718,741.257,0,0,0.41299,146.6463739,-33.21775493,-63.51441197,-284.5604714,181.9352156,32.91078111,0,0,0.286429175,-15.83384648,12.20759024,6.640260639,-417.7486598,-286.2348368,137.283809,0,0,0.033816232,-0.563792388,2.661548984,102.754088,585.9234785,-132.227077,65.65718335,0,0,0.095188466,-168.7141197,-17.71724085,-56.45775634,-209.7480016,204.3252838,-98.71513331,0,0,0.1840187,-12.09022437,6.424924002,20.9461331,-275.4312387,-275.8999637,84.95973569,0,0,-0.004909117,1.384730311,-14.04678169,96.20164859,383.0249595,-91.51933873,39.51767686,0,0,0.035262786,146.6463739,33.21775493,63.51441197,308.3968183,182.9616384,152.9952911,0,0,0.385130147,15.83384648,12.20759024,6.742881896,450.7175733,308.1944792,144.8050979,0,0,0.197597826,10.87980006,3.249009675,102.754088,620.1575713,223.7536732,75.22044751,0,0,0.181342702,168.7141197,17.71724085,56.45775634,224.9657955,204.3252838,107.1026598,0,0,0.260284778,12.09022437,8.101374199,20.9461331,291.8525056,293.5644999,88.97372429,0,0,0.175878604,7.351197886,14.04678169,96.20164859,384.0603864,133.2072261,68.73486099,0,0,0.120884237,34.21602568,2.827980399,1.931302758,406.2162104,204.7128816,241.6876822,0,0,0.742292053,6.490978339,13.58855766,3.520817955,451.9852516,275.1015908,157.4161529,0,0,0.292013562,12.25005404,2.489264318,2.923283212,589.320519,249.1640072,90.79194425,0,0,0.245968346,18.99024038,0.684743145,1.295906964,340.3631804,217.033819,144.3969963,0,0,0.430501927,2.585980197,11.13482901,1.817203189,314.7641342,302.737284,145.2465201,0,0,0.26165869,8.230513954,1.759352955,2.327564638,367.8399997,139.8039118,123.5232479,0,0,0.169169865
KSB,52,Trial 2.csv,0.143339231,0.007622,-6.245442308,129.009,-117.101,-0.084817885,0.180187115,-3.396403846,109.799,69.8905,0.177220577,0.039026154,-5.907230769,133.978,-114.822,-0.050045577,0.215132692,-3.062230769,115.13,77.6808,-0.033881346,-0.031404154,-0.338211538,-4.969,-2.279,-0.034772308,-0.034945577,-0.334173077,-5.331,-7.7903,0.177220577,0.039026154,6.245442308,133.978,117.101,0.084817885,0.215132692,3.396403846,115.13,77.6808,-23.3392,-141.962,113.319,-497.212,259.41,-286.7,0,0,-0.0398817,-6.25663,-2.86951,25.8987,-276.004,-504.776,102.345,0,0,-0.034121,13.8849,3.58105,88.5346,375.78,-99.7954,87.4031,0,0,-0.00689505,-11.2668,-162.852,124.365,-284.762,206.217,-60.8302,0,0,-0.00515276,-5.86358,-0.619673,29.4436,-111.049,-247.658,33.0417,0,0,-0.0143371,15.4302,-11.0169,78.5674,164.778,-22.0571,18.9535,0,0,-0.0026656,-14.1537,-141.779,113.414,-431.895,276.644,-220.754,0,0,0.0433599,-6.16039,-2.33184,26.3276,-247.198,-484.952,110.061,0,0,0.0461663,14.4342,3.71514,88.7869,414.09,-54.5657,92.6954,0,0,-0.000252725,-8.98142,-162.745,124.571,-262.971,212.801,-50.1995,0,0,0.000847595,-5.43752,0.071311,30.6095,-105.957,-238.109,35.7828,0,0,0.0137525,15.8889,-10.7553,79.7576,181.629,-9.74718,20.4996,0,0,0.00271409,-9.1855,-0.183,-0.095,-65.317,-17.234,-65.946,0,0,-0.0832416,-0.09624,-0.53767,-0.4289,-28.806,-19.824,-7.716,0,0,-0.0802873,-0.5493,-0.13409,-0.2523,-38.31,-45.2297,-5.2923,0,0,-0.006642325,-2.28538,-0.107,-0.206,-21.791,-6.584,-10.6307,0,0,-0.006000355,-0.42606,-0.690984,-1.1659,-5.092,-9.549,-2.7411,0,0,-0.0280896,-0.4587,-0.2616,-1.1902,-16.851,-12.30992,-1.5461,0,0,-0.00537969,23.3392,141.962,113.414,497.212,276.644,286.7,0,0,0.0433599,6.25663,2.86951,26.3276,276.004,504.776,110.061,0,0,0.0461663,14.4342,3.71514,88.7869,414.09,99.7954,92.6954,0,0,0.00689505,11.2668,162.852,124.571,284.762,212.801,60.8302,0,0,0.00515276,5.86358,0.619673,30.6095,111.049,247.658,35.7828,0,0,0.0143371,15.8889,11.0169,79.7576,181.629,22.0571,20.4996,0,0,0.00271409,-17.98808529,-141.8636765,113.3629706,-460.3746765,267.7362353,-260.1121176,0,0,-0.005460796,-6.199469412,-2.621791765,26.15412941,-257.9821765,-496.4618824,105.6928824,0,0,-0.002570421,14.18521471,3.676531471,88.62697647,388.7385294,-80.07577941,89.61086765,0,0,-0.004115761,-10.12121529,-162.8037941,124.4778824,-277.1969118,209.6054118,-57.18627059,0,0,-0.001364027,-5.621810294,-0.132276957,30.14471176,-108.8652059,-244.1566765,34.81947647,0,0,-0.006750738,15.77120588,-10.87862353,79.15630882,173.9822647,-17.36774647,19.81289118,0,0,0.000425584,17.98808529,141.8636765,113.3629706,460.3746765,267.7362353,260.1121176,0,0,0.020535844,6.199469412,2.621791765,26.15412941,257.9821765,496.4618824,105.6928824,0,0,0.017309717,14.18521471,3.676531471,88.62697647,388.7385294,80.07577941,89.61086765,0,0,0.004115761,10.12121529,162.8037941,124.4778824,277.1969118,209.6054118,57.18627059,0,0,0.001661393,5.621810294,0.168926223,30.14471176,108.8652059,244.1566765,34.81947647,0,0,0.009955466,15.77120588,10.87862353,79.15630882,173.9822647,17.36774647,19.81289118,0,0,0.00148967,3.281216939,0.059808138,0.031404965,23.77602285,5.476525475,23.45471833,0,0,0.023562034,0.030968244,0.18285778,0.159507839,8.610470383,6.692198994,2.456645986,0,0,0.020914172,0.166318721,0.041843448,0.07799256,11.07018238,14.61518764,1.534724995,0,0,0.001984409,0.714123096,0.039422943,0.076164799,6.27166879,1.752250157,3.198606099,0,0,0.001769847,0.151396428,0.211306882,0.398590862,1.14248352,2.49112637,0.772878207,0,0,0.00850631,0.128202718,0.095794676,0.454653295,4.454759921,3.091469894,0.394831952,0,0,0.001676861
KSB,52,Trial 3.csv,-0.531609615,-1.587255769,-9.190153846,-86.4793,-225,-0.901161538,-0.304028846,-9.44375,185.858,-77.6936,0.586363462,0.659601923,0,222.975,-23.3624,0.559825,2.293576923,0,453.209,240,-1.117973077,-2.246857692,-9.190153846,-309.4543,-201.6376,-1.460986538,-2.597605769,-9.44375,-267.351,-317.6936,0.586363462,1.587255769,9.190153846,222.975,225,0.901161538,2.293576923,9.44375,453.209,240,90.4016,-41.8199,-68.3875,-924.856,-48.0056,-470.891,0,0,-2.50269,-17.7,-0.270118,17.3828,-1197.57,-799.073,-148.585,0,0,-1.30077,9.74833,-4.41254,87.5319,-372.014,-711.867,-71.4292,0,0,-0.39016,-40.0153,-163.996,122.667,-1222.1,-3.26235E-15,-540.566,0,0,-0.511813,-8.12996,5.843,26.5048,-638.452,-711.561,-51.5738,0,0,-0.559588,17.1075,-10.5446,81.2631,-25.3879,-727.299,-107.866,0,0,-0.13721,226.723,-21.3796,-51.4887,258.781,659.845,490.168,0,0,3.38895,-5.83174,50.7731,26.1337,203.697,199.879,425.327,0,0,1.03473,42.4712,2.3793,94.6589,1982.1,398.578,282.235,0,0,1.12052,6.27495,-161.818,126.929,62.5026,538.972,269.117,0,0,1.47389,-3.40275,45.7031,33.6723,90.3222,107.686,776.667,0,0,0.587017,36.161,-6.71933,87.4099,1579.67,252.89,540.975,0,0,0.593404,-136.3214,-20.4403,-16.8988,-1183.637,-707.8506,-961.059,0,0,-5.89164,-11.86826,-51.043218,-8.7509,-1401.267,-998.952,-573.912,0,0,-2.3355,-32.72287,-6.79184,-7.127,-2354.114,-1110.445,-353.6642,0,0,-1.51068,-46.29025,-2.178,-4.262,-1284.6026,-538.972,-809.683,0,0,-1.985703,-4.72721,-39.8601,-7.1675,-728.7742,-819.247,-828.2408,0,0,-1.146605,-19.0535,-3.82527,-6.1468,-1605.0579,-980.189,-648.841,0,0,-0.730614,226.723,41.8199,68.3875,924.856,659.845,490.168,0,0,3.38895,17.7,50.7731,26.1337,1197.57,799.073,425.327,0,0,1.30077,42.4712,4.41254,94.6589,1982.1,711.867,282.235,0,0,1.12052,40.0153,163.996,126.929,1222.1,538.972,540.566,0,0,1.47389,8.12996,45.7031,33.6723,638.452,711.561,776.667,0,0,0.587017,36.161,10.5446,87.4099,1579.67,727.299,540.975,0,0,0.593404,150.6873955,-34.44236343,-63.90540448,-224.3473774,188.0835577,-10.29898716,0,0,0.420668212,-9.172134701,20.06671904,23.23680149,-389.119319,-281.9755355,129.8340681,0,0,-0.032799004,25.58014134,-0.175631272,89.73660373,684.9073519,-38.28666791,62.36182375,0,0,0.196136698,-13.31907636,-163.0605746,125.0185075,-252.3043197,184.5022149,-34.11044116,0,0,0.098146123,-5.813161045,14.83994709,30.40759776,-197.0676902,-206.8827217,98.79772763,0,0,-0.02769518,27.44909701,-8.287883209,84.95306716,350.5618792,-49.17699654,34.68831445,0,0,0.091153829,150.6873955,34.44236343,63.90540448,259.0928649,190.8021902,145.8778362,0,0,0.606899054,9.172134701,20.07075065,23.23680149,428.9511729,325.9781384,144.8827389,0,0,0.218727305,25.58014134,2.103771973,89.73660373,732.3922468,182.223383,72.62553046,0,0,0.217325339,14.32752626,163.0605746,125.0185075,269.0038022,184.5022149,72.73321381,0,0,0.17516617,5.813161045,14.83994709,30.40759776,217.7535982,225.0346202,101.7129891,0,0,0.16258377,27.44909701,8.287883209,84.95306716,355.3200311,127.6637886,57.20790148,0,0,0.119214191,39.55120569,5.051948042,4.262244937,354.6641578,255.3854123,220.6119169,0,0,0.865687113,3.372358043,16.41256444,2.253601644,504.3370688,348.1259693,165.4822974,0,0,0.342417754,10.85153114,2.368787303,1.63900412,822.6945018,234.8428612,92.546565,0,0,0.235347733,11.92630886,0.614957378,1.214387867,376.3166514,212.1812927,141.078375,0,0,0.326589101,1.271401993,11.56688088,2.099771877,239.238613,241.4537243,173.3306127,0,0,0.236353629,5.982641415,1.199073823,1.742460382,400.5280122,165.8910266,110.2063483,0,0,0.160299522
